ID,Control,Highest degree offered,Total enrollment,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile),Endowment assets ($),Receiving financial aid (%),Admission rate (%)
C1291,Private,Bachelor's degree,,1,5,5,13,18,360,440,360,450,380,490,26972,71,99
C1292,Public,Doctoral degree,,11,29,37,15,20,370,460,380,480,360,450,8014,97,42
C1293,Private,Doctoral degree,,79,90,91,31,34,670,760,700,790,670,770,729227,75,17
C1294,Private,Master's degree,,51,67,70,22,26,510,610,510,610,490,600,19187,90,79
C1295,Private,Doctoral degree,,27,46,51,23,28,490,590,510,620,483,588,28528,92,77
C1296,Public,Doctoral degree,,28,46,51,19,23,450,540,470,550,,,4573,87,65
C1297,Private,Master's degree,,35,40,41,19,24,430,540,450,550,420,520,51276,100,93
C1298,Private,Doctoral degree,,33,53,55,21,24,470,570,480,580,450,545,52574,98,58
C1299,Private,Doctoral degree,,67,77,79,27,31,600,690,620,700,590,680,127702,76,51
C1300,Private,Master's degree,,14,28,33,,,,,,,,,4772,99,35
C1301,Private,Bachelor's degree,,65,70,70,22,29,520,640,540,640,,,180164,100,52
C1302,Public,Doctoral degree,,23,39,43,19,24,430,540,460,550,420,520,5137,86,57
C1303,Public,Doctoral degree,,30,51,57,21,25,460,560,480,570,440,540,4699,75,75
C1304,Private,Master's degree,,22,37,38,17,22,420,550,410,540,,,10207,100,54
C1305,Private,Bachelor's degree,,,,,,,,,,,,,,99,
C1306,Public,Master's degree,,14,22,27,15,21,360,490,380,500,360,470,7398,94,52
C1307,Public,Doctoral degree,,22,38,43,19,23,430,530,450,550,410,500,3803,86,57
C1308,Public,Doctoral degree,,18,30,34,16,21,380,490,410,520,,,2018,95,88
C1309,Public,Doctoral degree,,,,,,,,,,,,,,,
C1310,Public,Doctoral degree,,49,75,79,23,29,520,630,550,660,490,610,171461,79,69
C1311,Public,Doctoral degree,,17,33,40,20,26,460,580,500,620,450,560,3706,79,60
C1312,Public,Doctoral degree,,51,75,79,25,31,550,670,590,710,550,680,63743,63,40
C1313,Public,Doctoral degree,,46,59,63,25,31,550,670,600,700,,,17865,84,59
C1314,Public,Doctoral degree,,12,30,39,17,22,390,500,420,530,,,10862,86,100
C1315,Public,Doctoral degree,,27,39,44,21,25,470,560,490,598,450,550,12416,83,82
C1316,Private,Doctoral degree,,59,75,76,25,29,540,620,550,650,540,640,134191,75,47
C1317,Private,Bachelor's degree,,4,10,15,,,,,,,,,2365,95,
C1318,Private,Master's degree,,31,48,52,20,25,450,560,480,580,430,540,72835,100,51
C1319,Public,Master's degree,,13,22,27,19,23,450,550,475,570,,,12071,92,84
C1320,Public,Doctoral degree,,10,23,30,20,25,450,570,490,590,440,540,3953,84,73
C1321,Public,Doctoral degree,,6,13,16,15,19,370,450,380,470,350,440,4455,95,45
C1322,Public,Doctoral degree,,33,54,59,22,27,490,590,520,620,470,560,18131,75,66
C1323,Private,Doctoral degree,,15,36,41,19,22,460,550,480,540,423,520,14031,98,30
C1324,Public,Doctoral degree,,22,36,41,17,23,410,530,430,540,400,520,3383,93,86
C1325,Private,Master's degree,,72,81,82,26,31,560,690,590,680,,,410997,94,64
C1326,Private,Master's degree,,21,31,33,17,23,400,510,410,530,370,480,12944,96,99
C1327,Public,Doctoral degree,,25,37,40,19,24,420,540,440,540,,,3232,90,74
C1328,Private,Bachelor's degree,,7,20,22,,,,,,,,,4935,100,
C1329,Private,Doctoral degree,,31,55,78,26,31,570,680,580,680,,,30954,67,49
C1330,Private,Bachelor's degree,,28,35,45,21,26,470,590,480,580,,,26362,78,36
C1331,Public,Bachelor's degree,,8,11,18,,,,,,,,,1608,87,
C1332,Public,Master's degree,,22,35,41,20,26,470,570,460,580,440,550,3223,88,57
C1333,Private,Bachelor's degree,,100,100,100,,,,,,,,,,96,
C1334,Private,Bachelor's degree,,34,35,35,,,,,,,,,,100,
C1335,Public,Doctoral degree,,25,39,51,20,27,480,610,490,630,,,11426,81,97
C1336,Public,Master's degree,,7,15,22,,,,,,,,,689,74,
C1337,Public,Doctoral degree,,24,49,60,21,27,483,620,500,648,480,610,21846,64,82
C1338,Public,Master's degree,,14,30,43,,,,,,,,,5890,82,
C1339,Private,Master's degree,,43,55,57,22,28,500,610,500,610,,,22021,96,75
C1340,Private,Master's degree,,58,67,67,,,,,,,,,17627,95,65
C1341,Private,Master's degree,,0,20,20,,,,,,,,,176,86,83
C1342,Public,Master's degree,,34,49,51,17,23,420,520,430,540,410,500,,90,92
C1343,Private,Master's degree,,50,55,57,22,28,500,620,490,620,490,600,4224,93,71
C1344,Private,Master's degree,,29,29,29,,,,,,,,,1557,57,100
C1345,Private,Master's degree,,31,39,41,,,,,,,,,4423,98,76
C1346,Public,Master's degree,,17,34,37,15,23,430,540,410,530,420,520,,92,97
C1347,Public,Master's degree,,18,31,34,18,21,410,520,400,530,400,510,,96,99
C1348,Private,Master's degree,,50,56,58,,,,,,,,,126979,98,76
C1349,Private,Doctoral degree,,87,93,94,31,33,630,740,640,740,650,750,289779,45,17
C1350,Private,Master's degree,,51,56,57,21,26,470,570,480,590,,,43490,100,63
C1351,Private,Master's degree,,69,74,75,23,28,530,650,530,640,530,630,33531,99,75
C1352,Private,Master's degree,,,,,,,,,,,,,112682,,
C1353,Private,Master's degree,,13,19,19,16,18,335,500,370,485,325,545,23206,96,68
C1354,Private,Bachelor's degree,,28,28,28,16,20,400,490,390,490,400,478,3595,99,99
C1355,Private,Bachelor's degree,,28,31,31,,,,,,,,,9916,100,94
C1356,Public,Bachelor's degree,,29,36,38,16,21,410,520,430,530,400,510,,94,83
C1357,Public,Doctoral degree,,65,75,76,24,29,540,640,540,650,540,650,28952,94,78
C1358,Private,Master's degree,,18,27,33,17,22,420,520,420,530,380,480,25676,100,63
C1359,Private,Master's degree,,38,44,45,16,21,390,500,410,510,,,7372,100,57
C1360,Private,Bachelor's degree,,52,59,60,20,25,460,560,470,570,430,550,38588,100,55
C1361,Public,Doctoral degree,,83,89,90,28,32,640,740,630,720,620,720,84573,53,33
C1362,Private,Doctoral degree,,21,42,51,19,25,500,630,460,570,,,41565,100,85
C1363,Public,Master's degree,,50,64,66,23,28,540,630,530,620,,,3813,75,59
C1364,Private,Master's degree,,33,47,48,18,25,430,560,450,560,410,540,95410,100,66
C1365,Private,Master's degree,,50,61,63,18,25,433,568,430,560,423,550,14927,99,65
C1366,Private,Bachelor's degree,,20,32,32,14,20,390,490,390,490,370,470,30190,100,74
C1367,Public,Doctoral degree,,43,61,67,24,28,520,620,530,630,,,2229,66,62
C1368,Private,Bachelor's degree,,60,62,62,22,27,495,600,510,615,480,575,124516,100,55
C1369,Private,Doctoral degree,,50,64,68,18,23,460,550,460,540,,,54657,90,36
C1370,Private,Master's degree,,56,59,60,21,27,500,640,470,580,,,174079,100,69
C1371,Public,Doctoral degree,,65,80,81,23,27,520,620,530,630,,,3391,60,64
C1372,Private,Doctoral degree,,27,43,50,19,26,460,570,440,570,,,1646,95,22
C1373,Public,Master's degree,,42,62,63,19,23,460,550,460,540,,,12640,69,81
C1374,Private,Doctoral degree,,46,54,56,19,24,450,550,440,560,440,540,31293,100,64
C1375,Private,Master's degree,,39,39,39,18,25,430,550,400,510,410,540,22345,100,88
C1376,Public,Master's degree,,66,73,74,22,26,510,620,500,590,490,600,9026,68,81
C1377,Private,Doctoral degree,,44,56,58,20,24,470,570,460,560,460,560,9700,95,83
C1378,Public,Doctoral degree,,21,33,37,16,20,400,480,400,480,380,460,1401,97,65
C1379,Public,Doctoral degree,,23,45,51,18,23,460,560,470,570,,,8279,82,77
C1380,Public,Doctoral degree,,41,56,59,18,22,450,540,450,540,440,520,4317,75,78
C1381,Private,Bachelor's degree,,57,62,62,21,26,490,590,490,590,480,580,101394,100,64
C1382,Private,Master's degree,,46,51,52,21,28,490,610,480,590,480,590,211002,100,83
C1383,Private,Doctoral degree,,82,85,85,28,31,590,690,620,720,600,690,479753,63,31
C1384,Private,Bachelor's degree,,58,63,64,21,26,490,600,490,590,490,580,54414,100,73
C1385,Private,Doctoral degree,,34,42,45,19,26,440,550,450,570,430,550,13689,100,85
C1386,Private,Bachelor's degree,,28,33,33,17,26,460,570,458,560,440,553,1036,100,100
C1387,Private,Master's degree,,54,57,57,21,27,480,620,458,590,,,132618,100,84
C1388,Public,Bachelor's degree,,24,38,42,17,22,430,530,430,520,410,500,32350,93,74
C1389,Private,Bachelor's degree,,32,44,46,18,22,410,545,380,475,,,8422,90,96
C1390,Public,Doctoral degree,,61,80,83,,,540,640,580,680,540,640,20679,73,70
C1391,Public,Doctoral degree,,30,51,57,21,26,500,610,500,600,490,590,19817,79,69
C1392,Public,Doctoral degree,,86,92,93,29,33,620,720,630,740,620,720,213079,54,30
C1393,Public,Bachelor's degree,,59,74,76,22,27,520,620,530,630,490,600,177204,82,47
C1394,Public,Doctoral degree,,25,42,46,15,18,370,450,360,445,360,440,6090,92,95
C1395,Private,Doctoral degree,,22,34,35,13,17,340,420,330,420,,,15608,99,58
C1396,Private,Bachelor's degree,,37,44,44,18,24,458,573,450,570,,,36117,98,93
C1397,Private,Doctoral degree,,86,89,90,30,33,650,740,660,720,650,730,599001,63,18
C1398,Public,Master's degree,,43,50,51,18,23,430,550,450,550,420,520,1546,85,82
C1399,Private,Doctoral degree,,0,0,0,,,,,,,,,,64,
C1400,Public,Doctoral degree,,19,38,45,18,23,420,540,430,550,410,520,1985,88,80
C1401,Public,Master's degree,,43,53,57,20,27,500,630,450,580,460,590,2222,85,97
C1402,Private,Doctoral degree,,71,81,82,25,29,540,640,550,650,,,22282,99,67
C1403,Private,Master's degree,,3,7,15,,,,,,,,,12771,100,
C1404,Private,Bachelor's degree,,79,86,86,,,373,515,360,547,,,21524,100,96
C1405,Private,Doctoral degree,,37,43,43,19,28,480,600,470,570,480,570,4681,99,97
C1406,Private,Master's degree,,55,68,70,22,28,490,610,490,610,470,590,22431,99,77
C1407,Private,Doctoral degree,,68,77,78,25,30,570,670,550,660,550,670,103991,97,85
C1408,Private,Master's degree,,35,47,48,19,25,470,580,480,600,460,570,9649,95,88
C1409,Private,Doctoral degree,,54,66,69,23,28,520,630,510,610,500,620,15069,97,72
C1410,Private,Doctoral degree,,59,74,77,24,29,520,640,530,630,520,630,27642,96,73
C1411,Private,Master's degree,,17,36,44,20,27,460,600,460,600,450,570,10282,100,93
C1412,Public,Doctoral degree,,40,62,65,19,25,450,570,460,580,440,550,29245,79,82
C1413,Public,Doctoral degree,,57,78,82,25,30,520,650,580,710,530,640,51447,55,55
C1414,Public,Master's degree,,38,64,69,22,28,490,620,500,600,,,3716,73,84
C1415,Private,Bachelor's degree,,80,88,88,28,32,610,730,610,693,608,700,300205,91,57
C1416,Private,Master's degree,,65,73,74,,,,,,,,,40194,98,65
C1417,Private,Master's degree,,35,42,45,19,24,420,520,450,530,400,490,6104,100,43
C1418,Private,Master's degree,,39,45,48,17,24,380,530,390,510,370,490,60234,100,49
C1419,Public,Bachelor's degree,,6,13,18,17,21,410,500,420,430,370,510,818,95,43
C1420,Private,Doctoral degree,,35,41,46,19,24,410,515,420,535,,,19512,100,69
C1421,Public,Master's degree,,19,32,36,18,24,430,530,420,520,410,520,7495,98,46
C1422,Private,Bachelor's degree,,22,35,38,17,23,400,520,410,540,,,34082,100,57
C1423,Public,Master's degree,,14,30,34,18,23,410,520,420,520,,,,93,66
C1424,Public,Bachelor's degree,,13,25,30,16,21,360,480,370,460,,,9614,96,74
C1425,Public,Doctoral degree,,23,40,45,20,24,450,550,430,540,430,540,8586,94,79
C1426,Private,Master's degree,,22,40,40,19,23,410,520,400,520,410,500,3524,99,36
C1427,Public,Bachelor's degree,,7,19,29,,,,,,,,,2883,35,
C1428,Public,Master's degree,,18,34,38,19,24,460,560,450,540,,,6213,91,81
C1429,Public,Master's degree,,4,12,17,18,22,405,495,370,480,370,470,1942,87,45
C1430,Public,Master's degree,,22,37,41,18,24,400,510,430,530,380,500,3871,97,71
C1431,Public,Bachelor's degree,,4,16,20,18,24,430,530,470,550,,,9902,96,51
C1432,Private,Master's degree,,43,58,60,20,25,432,510,440,557,420,550,28946,100,77
C1433,Public,Doctoral degree,,34,53,57,21,26,460,560,470,580,,,15289,89,85
C1434,Private,Doctoral degree,,42,49,54,20,24,460,563,450,550,448,550,12760,100,69
C1435,Private,Master's degree,,11,30,39,17,23,,,,,,,11564,100,79
C1436,Private,Bachelor's degree,,70,78,78,24,30,550,710,540,660,,,92305,96,68
C1437,Private,Doctoral degree,,29,29,55,20,24,420,550,450,580,,,2498,100,84
C1438,Private,Doctoral degree,,42,55,56,21,26,,,,,,,13359,100,81
C1439,Private,Master's degree,,54,64,65,21,27,480,570,530,610,,,20588,100,70
C1440,Private,Doctoral degree,,34,52,56,20,25,424,555,456,620,383,505,9039,99,70
C1441,Private,Doctoral degree,,32,53,57,20,25,,,,,,,14991,100,77
C1442,Private,Master's degree,,36,48,51,19,24,410,520,420,440,420,450,5260,99,66
C1443,Private,Bachelor's degree,,69,80,82,,,,,,,,,135566,99,73
C1444,Private,Master's degree,,28,39,46,20,26,455,585,420,540,445,565,239,81,71
C1445,Private,Doctoral degree,,30,46,49,18,22,,,,,,,3586,100,76
C1446,Private,Doctoral degree,,57,77,78,25,29,520,630,550,650,520,630,41607,100,57
C1447,Private,Master's degree,,39,53,56,25,30,540,640,590,680,,,20755,97,68
C1448,Private,Doctoral degree,,21,35,41,17,23,468,575,473,585,370,545,9280,100,54
C1449,Private,Doctoral degree,,35,44,50,,,,,,,,,299,100,
C1450,Private,Bachelor's degree,,52,58,58,21,27,485,630,485,610,,,31282,100,59
C1451,Private,Bachelor's degree,,60,73,74,21,28,490,630,510,680,,,72755,100,75
C1452,Private,Master's degree,,69,74,74,22,27,,,,,,,36623,99,82
C1453,Private,Master's degree,,24,37,37,17,23,438,493,455,505,428,443,13413,100,60
C1454,Private,Doctoral degree,,31,45,47,21,26,,,,,,,12103,99,71
C1455,Public,Master's degree,,28,49,55,20,24,470,580,470,600,470,540,1554,80,85
C1456,Public,Doctoral degree,,26,60,67,22,26,,,,,,,4356,82,76
C1457,Public,Master's degree,,20,41,46,21,25,,,,,,,5300,89,85
C1458,Public,Doctoral degree,,35,62,67,23,26,,,,,,,1919,81,72
C1459,Private,Master's degree,,45,62,64,21,27,450,550,460,585,,,16388,100,64
C1460,Public,Doctoral degree,,17,45,54,20,24,,,,,,,1529,83,81
C1461,Public,Master's degree,,9,25,31,19,23,,,,,,,1288,83,75
C1462,Public,Master's degree,,21,49,54,20,24,,,,,,,5158,87,89
C1463,Public,Master's degree,,14,36,41,19,24,,,,,,,5303,88,89
C1464,Public,Doctoral degree,,55,79,83,26,30,530,650,630,750,580,670,60936,64,68
C1465,Public,Doctoral degree,,13,33,41,20,24,,,,,,,3882,81,86
C1466,Public,Master's degree,,19,47,54,20,25,,,,,,,2379,86,96
C1467,Public,Master's degree,,23,46,51,20,24,,,,,,,3121,84,87
C1468,Public,Doctoral degree,,22,52,58,21,25,,,,,,,2121,84,83
C1469,Public,Doctoral degree,,24,48,54,22,27,480,610,500,630,,,35762,92,96
C1470,Private,Doctoral degree,,76,92,96,31,34,680,780,700,790,690,780,1215932,66,6
C1471,Public,Doctoral degree,,42,64,70,24,30,520,630,560,690,520,630,55060,66,60
C1472,Private,Bachelor's degree,,,,,,,,,,,,,46,96,
C1473,Private,Master's degree,,45,54,55,,,,,,,,,58279,86,82
C1474,Private,Master's degree,,,,,,,,,,,,,2324,,
C1475,Private,Doctoral degree,,,,,,,,,,,,,2393,,
C1476,Private,Doctoral degree,,,,,,,,,,,,,2603,,
C1477,Private,Doctoral degree,,,,,,,,,,,,,2597,69,79
C1478,Private,Master's degree,,,,,,,,,,,,,5504,,
C1479,Private,Master's degree,,14,28,28,,,,,,,,,905,99,
C1480,Private,Doctoral degree,,,,,,,,,,,,,,,100
C1481,Public,Bachelor's degree,,57,64,66,27,30,620,720,570,660,590,680,40346,100,61
C1482,Private,Doctoral degree,,,,,,,,,,,,,458781,,
C1483,Public,Bachelor's degree,,27,41,42,,,,,,,,,1670,88,
C1484,Public,Master's degree,,13,37,48,18,23,430,530,430,540,,,2284,73,63
C1485,Private,Master's degree,,0,4,11,,,,,,,,,2060,99,83
C1486,Private,Bachelor's degree,,64,64,64,,,,,,,,,,98,76
C1487,Public,Master's degree,,43,61,68,19,23,430,560,460,590,420,530,12245,69,76
C1488,Public,Doctoral degree,,30,47,49,17,23,410,540,430,550,410,510,12538,83,85
C1489,Private,Bachelor's degree,,0,0,0,,,,,,,,,7620,95,
C1490,Private,Bachelor's degree,,83,83,83,,,,,,,,,261,59,65
C1491,Private,Master's degree,,58,61,62,,,,,,,,,,92,91
C1492,Private,Master's degree,,78,84,84,25,29,500,640,580,700,540,630,2505435,100,43
C1493,Private,Bachelor's degree,,0,8,8,,,,,,,,,8737,96,
C1494,Private,Bachelor's degree,,0,5,14,,,,,,,,,9745,93,
C1495,Private,Bachelor's degree,,0,0,0,,,,,,,,,8164,94,
C1496,Private,Bachelor's degree,,,,,,,,,,,,,43,100,
C1497,Public,Master's degree,,12,32,38,18,24,430,540,430,540,,,3085,78,44
C1498,Private,Bachelor's degree,,5,11,11,,,,,,,,,9056,97,
C1499,Private,Doctoral degree,,0,0,0,,,,,,,,,8465,100,
C1500,Private,Bachelor's degree,,31,41,43,,,,,,,,,15146,98,65
C1501,Private,Master's degree,,0,0,0,,,,,,,,,12929,100,30
C1502,Private,Master's degree,,,,,,,,,,,,,4630,,
C1503,Private,Master's degree,,21,24,24,,,,,,,,,,100,
C1504,Public,Doctoral degree,,22,38,44,20,24,470,550,470,550,460,540,4807,81,66
C1505,Private,Bachelor's degree,,13,13,13,,,,,,,,,,99,98
C1506,Private,Bachelor's degree,,,,,,,,,,,,,46,100,
C1507,Private,Master's degree,,63,63,63,,,,,,,,,,96,
C1508,Private,Master's degree,,48,51,52,,,,,,,,,14995,99,78
C1509,Private,Master's degree,,,,,,,,,,,,,27520,,
C1510,Public,Master's degree,,33,59,66,16,21,360,480,400,500,,,6442,,61
C1511,Public,Bachelor's degree,,3,10,14,,,,,,,,,243,89,50
C1512,Public,Master's degree,,21,46,52,17,23,430,530,420,530,,,1610,70,64
C1513,Private,Bachelor's degree,,,,,,,,,,,,,9057,94,
C1514,Private,Bachelor's degree,,,,,,,,,,,,,,,
C1515,Private,Master's degree,,,,,,,,,,,,,4446,,
C1516,Private,Bachelor's degree,,41,47,48,,,,,,,,,15311,100,60
C1517,Private,Doctoral degree,,55,58,58,20,26,460,620,470,590,460,600,1670,100,60
C1518,Private,Master's degree,,24,38,38,,,,,,,,,,98,
C1519,Private,Bachelor's degree,,23,23,23,,,,,,,,,,91,
C1520,Private,Master's degree,,,,,,,,,,,,,3287,,
C1521,Public,Bachelor's degree,,5,18,27,,,,,,,,,,83,
C1522,Private,Master's degree,,0,0,0,,,,,,,,,,50,
C1523,Private,Master's degree,,10,22,29,,,,,,,,,,100,
C1524,Private,Bachelor's degree,,25,25,25,,,,,,,,,,96,
C1525,Private,Bachelor's degree,,,,,,,,,,,,,50,,
C1526,Public,Master's degree,,22,38,43,21,25,490,590,490,570,470,560,3609,98,44
C1527,Private,Doctoral degree,,33,33,33,,,,,,,,,38077,87,
C1528,Private,Master's degree,,,,,,,,,,,,,,,
C1529,Private,Master's degree,,,,,,,,,,,,,,,
C1530,Public,Master's degree,,,,,22,25,502,580,490,570,490,570,4422,,35
C1531,Private,Bachelor's degree,,57,61,61,24,28,540,630,510,600,520,640,935,100,71
C1532,Private,Master's degree,,,,,,,,,,,,,20863,,
C1533,Private,Bachelor's degree,,46,54,54,,,,,,,,,350,100,53
C1534,Private,Master's degree,,,,,,,,,,,,,,100,
