ID,Control,Highest degree offered,Admission rate (%),Tuition and fees 2010-11 ($),Tuition and fees 2011-12 ($),Tuition and fees 2012-13 ($),Tuition and fees 2013-14 ($),ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile),Receiving financial aid (%)
C1231,Private,Doctoral degree,53,22000,23494,24754,26094,22,28,520,650,510,650,,,100
C1232,Public,Doctoral degree,86,5823,6271,6715,7249,19,25,440,550,450,550,,,94
C1233,Private,Master's degree,40,18358,19462,20002,20449,17,18,420,430,430,440,420,430,98
C1234,Private,Bachelor's degree,,11646,11646,12348,12842,,,,,,,,,100
C1235,Private,Master's degree,92,15922,17081,20468,20468,21,27,480,600,470,570,,,100
C1236,Private,Master's degree,64,22908,24052,24960,24960,20,25,450,560,470,560,,,92
C1237,Private,Bachelor's degree,49,8000,8220,8560,9180,13,16,360,510,280,530,640,680,99
C1238,Private,Bachelor's degree,23,10298,10298,10680,10680,14,17,,,,,,,94
C1239,Private,Master's degree,92,12220,12680,13370,13750,21,27,490,600,460,580,,,94
C1240,Private,Doctoral degree,70,16200,17720,18740,19490,19,27,480,500,500,540,,,87
C1241,Private,Bachelor's degree,,19518,20582,21368,22272,,,,,,,,,97
C1242,Private,Bachelor's degree,73,29473,29924,30522,31132,21,26,450,550,450,550,,,100
C1243,Public,Doctoral degree,68,6780,7390,7904,8312,19,25,450,600,460,600,450,580,97
C1244,Public,Doctoral degree,70,6298,6754,7210,7546,19,24,450,580,450,570,,,99
C1245,Private,Master's degree,68,23520,25260,26760,27916,22,26,480,583,460,583,450,600,98
C1246,Private,Master's degree,58,34580,36464,38092,39794,27,31,590,690,580,680,,,95
C1247,Private,Doctoral degree,60,35862,32292,34714,35756,26,30,580,670,560,650,570,670,77
C1248,Private,Doctoral degree,38,17712,18324,19124,19790,20,25,470,600,450,580,460,590,99
C1249,Private,Master's degree,71,19100,19700,21200,21800,19,24,430,510,450,540,,,95
C1250,Public,Doctoral degree,78,6062,6718,7212,7554,21,25,470,590,470,590,,,96
C1251,Public,Doctoral degree,72,7382,8396,9092,11194,24,29,520,640,520,650,,,96
C1252,Public,Master's degree,77,6190,6716,7049,7507,20,25,,,,,,,96
C1253,Public,Doctoral degree,,5704,6088,6426,6498,,,,,,,,,98
C1254,Public,Doctoral degree,93,5828,6406,6692,7063,20,26,450,600,470,650,,,98
C1255,Private,Doctoral degree,77,18518,20490,21290,22330,19,26,480,590,450,570,,,99
C1256,Private,Master's degree,72,19920,20910,21620,22250,18,23,400,520,440,520,,,99
C1257,Private,Doctoral degree,74,22390,24030,25650,26880,22,29,580,680,520,670,,,100
C1258,Private,Doctoral degree,13,39930,41332,42118,42978,32,34,700,780,710,790,680,770,65
C1259,Private,Doctoral degree,49,22760,25270,26770,28350,21,27,470,580,490,600,450,560,99
C1260,Public,Doctoral degree,80,5672,6211,6327,6559,18,23,420,520,440,540,,,93
C1261,Private,Master's degree,59,29235,31270,32850,33830,23,27,540,660,560,670,520,630,99
C1262,Private,Doctoral degree,57,29884,31658,33716,35972,24,29,550,660,570,670,530,640,96
C1263,Private,Master's degree,47,21700,22920,23600,25880,20,25,450,550,480,570,,,97
C1264,Public,Doctoral degree,93,6294,6594,7084,7172,17,23,420,520,450,540,400,500,74
C1265,Private,Doctoral degree,42,18690,19900,21110,22350,18,27,472,656,476,648,,,95
C1266,Private,Doctoral degree,90,29530,31150,31070,33110,24,30,550,680,540,650,530,660,100
C1267,Private,Master's degree,74,19550,20500,21530,22590,18,22,430,520,450,530,,,100
C1268,Public,Master's degree,37,4467,4974,5328,5578,19,23,430,540,460,560,410,530,98
C1269,Public,Doctoral degree,68,5998,6283,6583,6583,18,24,430,540,450,550,,,93
C1270,Private,Doctoral degree,38,20990,22460,22560,23460,20,25,450,550,480,560,430,530,98
C1271,Private,Master's degree,73,23180,25445,26795,27930,21,27,470,580,490,590,450,560,100
C1272,Public,Doctoral degree,,,,,,,,,,,,,,
C1273,Public,Master's degree,95,4604,4786,5022,5238,16,21,380,480,420,510,,,83
C1274,Public,Master's degree,51,5604,5830,6116,6248,16,21,390,490,420,518,,,96
C1275,Public,Doctoral degree,58,7342,7513,8094,8401,22,27,490,610,540,640,,,87
C1276,Private,Master's degree,54,19950,21700,22560,23200,18,22,420,520,440,530,,,99
C1277,Private,Bachelor's degree,46,12430,12430,13054,13494,13,17,350,450,350,450,,,97
C1278,Private,Doctoral degree,93,21890,22790,23690,24790,18,23,430,520,440,540,,,100
C1279,Private,Bachelor's degree,,11146,13374,11369,11369,,,,,,,,,98
C1280,Public,Doctoral degree,77,6924,8076,8544,7429,18,23,430,530,440,550,,,81
C1281,Public,Doctoral degree,48,5105,5409,5714,5818,16,20,390,491,410,520,,,99
C1282,Private,Master's degree,41,21980,23590,24540,25740,22,30,500,640,530,660,,,99
C1283,Private,Master's degree,95,16180,16870,17760,18740,19,24,440,560,450,570,420,560,99
C1284,Private,Doctoral degree,85,21600,22950,24150,25200,21,27,460,560,480,580,430,530,96
C1285,Private,Master's degree,59,20830,22045,23480,24296,18,24,420,540,440,550,,,99
C1286,Public,Master's degree,72,5470,5648,7632,7665,19,23,440,540,460,550,420,520,90
C1287,Public,Doctoral degree,60,7306,7989,8357,8745,21,26,490,600,510,610,,,89
C1288,Private,Doctoral degree,66,21900,22756,23420,23938,14,21,400,490,420,500,,,97
C1289,Public,Doctoral degree,62,4795,5034,5165,5173,18,21,410,510,440,540,400,500,90
C1290,Public,Doctoral degree,,5109,5352,5488,5372,,,,,,,,,89
C1291,Private,Bachelor's degree,99,12350,12350,12400,13525,13,18,360,440,360,450,380,490,71
C1292,Public,Doctoral degree,42,6856,6132,6404,6764,15,20,370,460,380,480,360,450,97
C1293,Private,Doctoral degree,17,33771,35551,37292,38941,31,34,670,760,700,790,670,770,75
C1294,Private,Master's degree,79,26484,28700,31110,33720,22,26,510,610,510,610,490,600,90
C1295,Private,Doctoral degree,77,23500,25300,26890,28240,23,28,490,590,510,620,483,588,92
C1296,Public,Doctoral degree,65,5704,5972,6608,7022,19,23,450,540,470,550,,,87
C1297,Private,Master's degree,93,19548,20355,21540,22484,19,24,430,540,450,550,420,520,100
C1298,Private,Doctoral degree,58,22576,23426,24226,25126,21,24,470,570,480,580,450,545,98
C1299,Private,Doctoral degree,51,37230,39430,41750,43800,27,31,600,690,620,700,590,680,76
C1300,Private,Master's degree,35,14830,15730,16630,17830,,,,,,,,,99
C1301,Private,Bachelor's degree,52,31630,33440,34410,35240,22,29,520,640,540,640,,,100
C1302,Public,Doctoral degree,57,6998,7344,7928,8412,19,24,430,540,460,550,420,520,86
C1303,Public,Doctoral degree,75,6458,7264,7732,8060,21,25,460,560,480,570,440,540,75
C1304,Private,Master's degree,54,16456,17080,17800,18640,17,22,420,550,410,540,,,100
C1305,Private,Bachelor's degree,,6185,6910,7504,7620,,,,,,,,,99
C1306,Public,Master's degree,52,4568,4764,4764,5436,15,21,360,490,380,500,360,470,94
C1307,Public,Doctoral degree,57,5195,5281,5522,5856,19,23,430,530,450,550,410,500,86
C1308,Public,Doctoral degree,88,6346,6640,6940,6940,16,21,380,490,410,520,,,95
C1309,Public,Doctoral degree,,,,,,,,,,,,,,
C1310,Public,Doctoral degree,69,8387,8421,8506,8506,23,29,520,630,550,660,490,610,79
C1311,Public,Doctoral degree,60,8500,8878,8878,8878,20,26,460,580,500,620,450,560,79
C1312,Public,Doctoral degree,40,9416,9794,9790,9798,25,31,550,670,590,710,550,680,63
C1313,Public,Doctoral degree,59,9886,10276,10666,10864,25,31,550,670,600,700,,,84
C1314,Public,Doctoral degree,100,6731,7065,7214,7255,17,22,390,500,420,530,,,86
C1315,Public,Doctoral degree,82,6322,6592,7222,7222,21,25,470,560,490,598,450,550,83
C1316,Private,Doctoral degree,47,30090,32490,34590,36590,25,29,540,620,550,650,540,640,75
C1317,Private,Bachelor's degree,,9482,9682,9682,10008,,,,,,,,,95
C1318,Private,Master's degree,51,22890,23930,24990,25890,20,25,450,560,480,580,430,540,100
C1319,Public,Master's degree,84,4900,5124,5250,5250,19,23,450,550,475,570,,,92
C1320,Public,Doctoral degree,73,6718,7042,7389,7457,20,25,450,570,490,590,440,540,84
C1321,Public,Doctoral degree,45,7360,7442,7646,7946,15,19,370,450,380,470,350,440,95
C1322,Public,Doctoral degree,66,6970,7380,7517,7517,22,27,490,590,520,620,470,560,75
C1323,Private,Doctoral degree,30,18710,19760,20840,22040,19,22,460,550,480,540,423,520,98
C1324,Public,Doctoral degree,86,5428,5429,7050,7339,17,23,410,530,430,540,400,520,93
C1325,Private,Master's degree,64,30015,31356,32868,34678,26,31,560,690,590,680,,,94
C1326,Private,Master's degree,99,10796,11320,11900,12550,17,23,400,510,410,530,370,480,96
C1327,Public,Doctoral degree,74,5834,6008,6308,6500,19,24,420,540,440,540,,,90
C1328,Private,Bachelor's degree,,11050,11050,11382,11382,,,,,,,,,100
C1329,Private,Doctoral degree,49,4420,4560,4710,4850,26,31,570,680,580,680,,,67
C1330,Private,Bachelor's degree,36,4330,4450,4630,4770,21,26,470,590,480,580,,,78
C1331,Public,Bachelor's degree,,3489,3888,4089,4291,,,,,,,,,87
C1332,Public,Master's degree,57,4736,5198,5576,5924,20,26,470,570,460,580,440,550,88
C1333,Private,Bachelor's degree,,27350,14100,15957,16100,,,,,,,,,96
C1334,Private,Bachelor's degree,,14867,15858,16795,16972,,,,,,,,,100
C1335,Public,Doctoral degree,97,5190,5560,5940,6030,20,27,480,610,490,630,,,81
C1336,Public,Master's degree,,4288,4584,4786,5086,,,,,,,,,74
C1337,Public,Doctoral degree,82,6272,6762,7139,7457,21,27,483,620,500,648,480,610,64
C1338,Public,Master's degree,,4311,4548,4768,4990,,,,,,,,,82
C1339,Private,Master's degree,75,25980,27182,28210,29500,22,28,500,610,500,610,,,96
C1340,Private,Master's degree,65,41350,42800,44220,45080,,,,,,,,,95
C1341,Private,Master's degree,83,21465,22545,22545,22885,,,,,,,,,86
C1342,Public,Master's degree,92,9096,9468,9864,10286,17,23,420,520,430,540,410,500,90
C1343,Private,Master's degree,71,27180,28400,29865,31350,22,28,500,620,490,620,490,600,93
C1344,Private,Master's degree,100,13022,13670,14218,14930,,,,,,,,,57
C1345,Private,Master's degree,76,27948,29316,30968,32192,,,,,,,,,98
C1346,Public,Master's degree,97,8989,9468,9864,10286,15,23,430,540,410,530,420,520,92
C1347,Public,Master's degree,99,9096,9468,9864,10286,18,21,410,520,400,530,400,510,96
C1348,Private,Master's degree,76,35120,36560,37640,38110,,,,,,,,,98
C1349,Private,Doctoral degree,17,41414,42428,44111,45314,31,33,630,740,640,740,650,750,45
C1350,Private,Master's degree,63,28738,30194,31782,33371,21,26,470,570,480,590,,,100
C1351,Private,Master's degree,75,34845,36240,37510,39015,23,28,530,650,530,640,530,630,99
C1352,Private,Master's degree,,,,,,,,,,,,,,
C1353,Private,Master's degree,68,18300,19465,20600,21100,16,18,335,500,370,485,325,545,96
C1354,Private,Bachelor's degree,99,19655,20450,21273,22000,16,20,400,490,390,490,400,478,99
C1355,Private,Bachelor's degree,94,26034,27552,29310,29894,,,,,,,,,100
C1356,Public,Bachelor's degree,83,11005,12084,12024,12494,16,21,410,520,430,530,400,510,94
C1357,Public,Doctoral degree,78,14066,14784,15284,15718,24,29,540,640,540,650,540,650,94
C1358,Private,Master's degree,63,22956,24480,25950,27500,17,22,420,520,420,530,380,480,100
C1359,Private,Master's degree,57,18800,19980,21060,22390,16,21,390,500,410,510,,,100
C1360,Private,Bachelor's degree,55,25500,26750,28000,29090,20,25,460,560,470,570,430,550,100
C1361,Public,Doctoral degree,33,12188,13132,13570,15463,28,32,640,740,630,720,620,720,53
C1362,Private,Doctoral degree,85,12330,12340,15308,15838,19,25,500,630,460,570,,,100
C1363,Public,Master's degree,59,9250,10084,10572,11092,23,28,540,630,530,620,,,75
C1364,Private,Master's degree,66,26000,27040,28122,28966,18,25,430,560,450,560,410,540,100
C1365,Private,Master's degree,65,25200,26400,27970,29350,18,25,433,568,430,560,423,550,99
C1366,Private,Bachelor's degree,74,24945,26375,27425,28585,14,20,390,490,390,490,370,470,100
C1367,Public,Doctoral degree,62,8684,9266,9620,9908,24,28,520,620,530,630,,,66
C1368,Private,Bachelor's degree,55,32489,33874,35570,37352,22,27,495,600,510,615,480,575,100
C1369,Private,Doctoral degree,36,18074,18798,19738,20724,18,23,460,550,460,540,,,90
C1370,Private,Master's degree,69,29485,30795,32075,33320,21,27,500,640,470,580,,,100
C1371,Public,Doctoral degree,64,7860,8448,8808,9176,23,27,520,620,530,630,,,60
C1372,Private,Doctoral degree,22,18064,19154,19968,20768,19,26,460,570,440,570,,,95
C1373,Public,Master's degree,81,9855,10530,10890,11340,19,23,460,550,460,540,,,69
C1374,Private,Doctoral degree,64,29905,30805,32005,33565,19,24,450,550,440,560,440,540,100
C1375,Private,Master's degree,88,25655,26960,28020,28720,18,25,430,550,400,510,410,540,100
C1376,Public,Master's degree,81,7862,8926,9306,9720,22,26,510,620,500,590,490,600,68
C1377,Private,Doctoral degree,83,23426,23972,25178,26430,20,24,470,570,460,560,460,560,95
C1378,Public,Doctoral degree,65,6327,6700,6860,7126,16,20,400,480,400,480,380,460,97
C1379,Public,Doctoral degree,77,7470,7890,8190,8550,18,23,460,560,470,570,,,82
C1380,Public,Doctoral degree,78,7694,8320,8590,8976,18,22,450,540,450,540,440,520,75
C1381,Private,Bachelor's degree,64,30608,32265,33525,34850,21,26,490,590,490,590,480,580,100
C1382,Private,Master's degree,83,29254,30376,31540,32850,21,28,490,610,480,590,480,590,100
C1383,Private,Doctoral degree,31,41610,43170,44210,45320,28,31,590,690,620,720,600,690,63
C1384,Private,Bachelor's degree,73,31214,32900,34971,36597,21,26,490,600,490,590,490,580,100
C1385,Private,Doctoral degree,85,26080,27940,28800,29934,19,26,440,550,450,570,430,550,100
C1386,Private,Bachelor's degree,100,17800,18300,18900,18900,17,26,460,570,458,560,440,553,100
C1387,Private,Master's degree,84,30195,31095,32325,33605,21,27,480,620,458,590,,,100
C1388,Public,Bachelor's degree,74,7194,7721,8107,8509,17,22,430,530,430,520,410,500,93
C1389,Private,Bachelor's degree,96,24642,24642,24642,24642,18,22,410,545,380,475,,,90
C1390,Public,Doctoral degree,70,9459,10509,10923,11455,,,540,640,580,680,540,640,73
C1391,Public,Doctoral degree,69,8817,9517,9886,12002,21,26,500,610,500,600,490,590,79
C1392,Public,Doctoral degree,30,10828,11786,12216,12668,29,33,620,720,630,740,620,720,54
C1393,Public,Bachelor's degree,47,12328,13184,13760,14404,22,27,520,620,530,630,490,600,82
C1394,Public,Doctoral degree,95,6570,7090,7420,7784,15,18,370,450,360,445,360,440,92
C1395,Private,Doctoral degree,58,14630,14630,14630,15130,13,17,340,420,330,420,,,99
C1396,Private,Bachelor's degree,93,28556,29680,30998,32482,18,24,458,573,450,570,,,98
C1397,Private,Doctoral degree,18,40387,41927,43362,44507,30,33,650,740,660,720,650,730,63
C1398,Public,Master's degree,82,7110,7827,8925,8976,18,23,430,550,450,550,420,520,85
C1399,Private,Doctoral degree,,14574,15280,14440,14880,,,,,,,,,64
C1400,Public,Doctoral degree,80,6605,7240,7933,7961,18,23,420,540,430,550,410,520,88
C1401,Public,Master's degree,97,6679,7486,8395,8574,20,27,500,630,450,580,460,590,85
C1402,Private,Doctoral degree,67,30925,32222,33652,35062,25,29,540,640,550,650,,,99
C1403,Private,Master's degree,,13510,15550,16515,17744,,,,,,,,,100
C1404,Private,Bachelor's degree,96,20370,22260,23900,27042,,,373,515,360,547,,,100
C1405,Private,Doctoral degree,97,23004,23400,24706,25934,19,28,480,600,470,570,480,570,99
C1406,Private,Master's degree,77,29200,30950,33100,34740,22,28,490,610,490,610,470,590,99
C1407,Private,Doctoral degree,85,37225,38720,40250,41868,25,30,570,670,550,660,550,670,97
C1408,Private,Master's degree,88,26677,27897,28740,30284,19,25,470,580,480,600,460,570,95
C1409,Private,Doctoral degree,72,28965,30339,32067,33813,23,28,520,630,510,610,500,620,97
C1410,Private,Doctoral degree,73,30825,32700,34800,36465,24,29,520,640,530,630,520,630,96
C1411,Private,Master's degree,93,23454,23898,24900,25377,20,27,460,600,460,600,450,570,100
C1412,Public,Doctoral degree,82,9489,10799,12300,12327,19,25,450,570,460,580,440,550,79
C1413,Public,Doctoral degree,55,8701,10574,12383,12397,25,30,520,650,580,710,530,640,55
C1414,Public,Master's degree,84,6858,7756,8805,8863,22,28,490,620,500,600,,,73
C1415,Private,Bachelor's degree,57,38770,40496,42105,43500,28,32,610,730,610,693,608,700,91
C1416,Private,Master's degree,65,30204,32144,34346,36012,,,,,,,,,98
C1417,Private,Master's degree,43,22204,22740,22740,22740,19,24,420,520,450,530,400,490,100
C1418,Private,Master's degree,49,22596,23854,24780,25736,17,24,380,530,390,510,370,490,100
C1419,Public,Bachelor's degree,43,4596,4908,5180,5564,17,21,410,500,420,430,370,510,95
C1420,Private,Doctoral degree,69,24700,25181,19681,19650,19,24,410,515,420,535,,,100
C1421,Public,Master's degree,46,4974,5446,5716,6160,18,24,430,530,420,520,410,520,98
C1422,Private,Bachelor's degree,57,21120,22320,23820,24992,17,23,400,520,410,540,,,100
C1423,Public,Master's degree,66,5172,5326,5326,5824,18,23,410,520,420,520,,,93
C1424,Public,Bachelor's degree,74,4888,5352,5860,6384,16,21,360,480,370,460,,,96
C1425,Public,Doctoral degree,79,5285,5648,5930,6216,20,24,450,550,430,540,430,540,94
C1426,Private,Master's degree,36,17910,18050,18100,18750,19,23,410,520,400,520,410,500,99
C1427,Public,Bachelor's degree,,2076,2268,2496,2712,,,,,,,,,35
C1428,Public,Master's degree,81,5234,5554,5834,6256,19,24,460,560,450,540,,,91
C1429,Public,Master's degree,45,4544,4918,5442,5932,18,22,405,495,370,480,370,470,87
C1430,Public,Master's degree,71,4880,5266,5530,6226,18,24,400,510,430,530,380,500,97
C1431,Public,Bachelor's degree,51,5164,5344,5558,5808,18,24,430,530,470,550,,,96
C1432,Private,Master's degree,77,23980,24964,25804,26794,20,25,432,510,440,557,420,550,100
C1433,Public,Doctoral degree,85,5406,5674,6090,6456,21,26,460,560,470,580,,,89
C1434,Private,Doctoral degree,69,24980,25640,26390,27830,20,24,460,563,450,550,448,550,100
C1435,Private,Master's degree,79,20060,21069,22126,23231,17,23,,,,,,,100
C1436,Private,Bachelor's degree,68,35038,36674,38474,41250,24,30,550,710,540,660,,,96
C1437,Private,Doctoral degree,84,22750,23330,24330,25450,20,24,420,550,450,580,,,100
C1438,Private,Doctoral degree,81,24065,25248,26475,27724,21,26,,,,,,,100
C1439,Private,Master's degree,70,29750,31300,33000,34850,21,27,480,570,530,610,,,100
C1440,Private,Doctoral degree,70,22150,23260,24180,25160,20,25,424,555,456,620,383,505,99
C1441,Private,Doctoral degree,77,21988,22850,23740,24666,20,25,,,,,,,100
C1442,Private,Master's degree,66,19640,20230,21242,22950,19,24,410,520,420,440,420,450,99
C1443,Private,Bachelor's degree,73,36312,38481,40023,41226,,,,,,,,,99
C1444,Private,Master's degree,71,11550,12260,12860,13120,20,26,455,585,420,540,445,565,81
C1445,Private,Doctoral degree,76,21490,22440,23440,24650,18,22,,,,,,,100
C1446,Private,Doctoral degree,57,30462,31822,33244,34640,25,29,520,630,550,650,520,630,100
C1447,Private,Master's degree,68,29520,30990,32370,34470,25,30,540,640,590,680,,,97
C1448,Private,Doctoral degree,54,22118,23000,24080,25098,17,23,468,575,473,585,370,545,100
C1449,Private,Doctoral degree,,12080,12880,13080,13380,,,,,,,,,100
C1450,Private,Bachelor's degree,59,25241,26566,28568,29990,21,27,485,630,485,610,,,100
C1451,Private,Bachelor's degree,75,27081,28689,30110,31604,21,28,490,630,510,680,,,100
C1452,Private,Master's degree,82,28043,29395,30675,31866,22,27,,,,,,,99
C1453,Private,Master's degree,60,21170,21820,22470,23180,17,23,438,493,455,505,428,443,100
C1454,Private,Doctoral degree,71,20850,21870,22670,23330,21,26,,,,,,,99
C1455,Public,Master's degree,85,6836,7195,7528,7578,20,24,470,580,470,600,470,540,80
C1456,Public,Doctoral degree,76,7360,8019,8685,8710,22,26,,,,,,,82
C1457,Public,Master's degree,85,6973,7282,7648,7676,21,25,,,,,,,89
C1458,Public,Doctoral degree,72,7911,8329,8761,8769,23,26,,,,,,,81
C1459,Private,Master's degree,64,21960,22830,23620,24770,21,27,450,550,460,585,,,100
C1460,Public,Doctoral degree,81,6680,6995,7351,7401,20,24,,,,,,,83
C1461,Public,Master's degree,75,6619,6930,7287,7316,19,23,,,,,,,83
C1462,Public,Master's degree,89,8099,8542,8944,8968,20,24,,,,,,,87
C1463,Public,Master's degree,89,7166,7536,7898,7946,19,24,,,,,,,88
C1464,Public,Doctoral degree,68,8983,9665,10378,10403,26,30,530,650,630,750,580,670,64
C1465,Public,Doctoral degree,86,8151,8675,9181,9300,20,24,,,,,,,81
C1466,Public,Master's degree,96,6772,7113,7457,7484,20,25,,,,,,,86
C1467,Public,Master's degree,87,6894,7277,7700,7720,20,24,,,,,,,84
C1468,Public,Doctoral degree,83,6845,7146,7505,7577,21,25,,,,,,,84
C1469,Public,Doctoral degree,96,3927,4125,4278,4404,22,27,480,610,500,630,,,92
C1470,Private,Doctoral degree,6,40172,41564,42225,43683,31,34,680,780,700,790,690,780,66
C1471,Public,Doctoral degree,60,9070,9478,9900,9992,24,30,520,630,560,690,520,630,66
C1472,Private,Bachelor's degree,,12240,13200,15020,15840,,,,,,,,,96
C1473,Private,Master's degree,82,42192,43655,45004,46286,,,,,,,,,86
C1474,Private,Master's degree,,,,,,,,,,,,,,
C1475,Private,Doctoral degree,,,,,,,,,,,,,,
C1476,Private,Doctoral degree,,,,,,,,,,,,,,
C1477,Private,Doctoral degree,79,18405,19305,20055,20595,,,,,,,,,69
C1478,Private,Master's degree,,,,,,,,,,,,,,
C1479,Private,Master's degree,,14080,14830,15092,15688,,,,,,,,,99
C1480,Private,Doctoral degree,100,,,,8800,,,,,,,,,
C1481,Public,Bachelor's degree,61,5364,6060,6783,6866,27,30,620,720,570,660,590,680,100
C1482,Private,Doctoral degree,,,,,,,,,,,,,,
C1483,Public,Bachelor's degree,,13080,13590,14370,14940,,,,,,,,,88
C1484,Public,Master's degree,63,5044,6596,6452,6649,18,23,430,530,430,540,,,73
C1485,Private,Master's degree,83,11420,11780,12260,12740,,,,,,,,,99
C1486,Private,Bachelor's degree,76,16190,16140,16140,16950,,,,,,,,,98
C1487,Public,Master's degree,76,8617,10241,11911,11911,19,23,430,560,460,590,420,530,69
C1488,Public,Doctoral degree,85,8689,10343,11902,11902,17,23,410,540,430,550,410,510,83
C1489,Private,Bachelor's degree,,7380,7560,7740,8100,,,,,,,,,95
C1490,Private,Bachelor's degree,65,28210,29050,29910,31496,,,,,,,,,59
C1491,Private,Master's degree,91,13720,14320,14800,15400,,,,,,,,,92
C1492,Private,Master's degree,43,26202,27226,28146,29144,25,29,500,640,580,700,540,630,100
C1493,Private,Bachelor's degree,,7380,7560,7740,8100,,,,,,,,,96
C1494,Private,Bachelor's degree,,7380,7560,7740,8100,,,,,,,,,93
C1495,Private,Bachelor's degree,,7380,7560,7740,8100,,,,,,,,,94
C1496,Private,Bachelor's degree,,12866,13200,15020,15840,,,,,,,,,100
C1497,Public,Master's degree,44,4721,5963,5963,5963,18,24,430,540,430,540,,,78
C1498,Private,Bachelor's degree,,7380,7560,7740,8100,,,,,,,,,97
C1499,Private,Doctoral degree,,9840,10080,10320,10800,,,,,,,,,100
C1500,Private,Bachelor's degree,65,24429,25407,26412,27456,,,,,,,,,98
C1501,Private,Master's degree,30,7560,9120,9480,9840,,,,,,,,,100
C1502,Private,Master's degree,,,,,,,,,,,,,,
C1503,Private,Master's degree,,5870,5870,6070,6070,,,,,,,,,100
C1504,Public,Doctoral degree,66,4991,5532,6068,6118,20,24,470,550,470,550,460,540,81
C1505,Private,Bachelor's degree,98,10700,10700,10700,10700,,,,,,,,,99
C1506,Private,Bachelor's degree,,12240,13200,15020,15840,,,,,,,,,100
C1507,Private,Master's degree,,15024,15790,18000,21600,,,,,,,,,96
C1508,Private,Master's degree,78,24429,25407,26412,27456,,,,,,,,,99
C1509,Private,Master's degree,,,,,,,,,,,,,,
C1510,Public,Master's degree,61,4464,5706,5706,5706,16,21,360,480,400,500,,,
C1511,Public,Bachelor's degree,50,3563,4006,4498,4482,,,,,,,,,89
C1512,Public,Master's degree,64,5070,6316,6216,6471,17,23,430,530,420,530,,,70
C1513,Private,Bachelor's degree,,7380,7560,7740,8100,,,,,,,,,94
C1514,Private,Bachelor's degree,,,,,,,,,,,,,,
C1515,Private,Master's degree,,,,,,,,,,,,,,
C1516,Private,Bachelor's degree,60,24429,25407,26412,27456,,,,,,,,,100
C1517,Private,Doctoral degree,60,18625,20090,21496,23000,20,26,460,620,470,590,460,600,100
C1518,Private,Master's degree,,19500,22500,23900,23900,,,,,,,,,98
C1519,Private,Bachelor's degree,,15024,15790,16795,16795,,,,,,,,,91
C1520,Private,Master's degree,,,,,,,,,,,,,,
C1521,Public,Bachelor's degree,,4330,5290,5082,5246,,,,,,,,,83
C1522,Private,Master's degree,,,,,9065,,,,,,,,,50
C1523,Private,Master's degree,,7980,8100,8160,8160,,,,,,,,,100
C1524,Private,Bachelor's degree,,15024,15790,16795,17211,,,,,,,,,96
C1525,Private,Bachelor's degree,,,,,,,,,,,,,,
C1526,Public,Master's degree,44,4615,5200,5716,5820,21,25,490,590,490,570,470,560,98
C1527,Private,Doctoral degree,,8300,8540,8900,9486,,,,,,,,,87
C1528,Private,Master's degree,,,,,,,,,,,,,,
C1529,Private,Master's degree,,,,,,,,,,,,,,
C1530,Public,Master's degree,35,,,,5587,22,25,502,580,490,570,490,570,
C1531,Private,Bachelor's degree,71,27350,29240,29240,31300,24,28,540,630,510,600,520,640,100
C1532,Private,Master's degree,,,,,,,,,,,,,,
C1533,Private,Bachelor's degree,53,20444,21444,22686,24222,,,,,,,,,100
C1534,Private,Master's degree,,10920,10920,10920,10920,,,,,,,,,100
